url,label
https://www.google.com/search?q=cybersecurity+course,0
https://www.microsoft.com/en-us/security,0
https://www.apple.com/support/,0
https://www.amazon.com/gp/help/customer/display.html,0
https://www.paypal.com/us/security,0
https://github.com/topics/machine-learning,0
https://docs.python.org/3/library/urllib.parse.html,0
https://scikit-learn.org/stable/modules/classes.html,0
https://pandas.pydata.org/docs/,0
https://streamlit.io/gallery,0
https://huggingface.co/docs/transformers/index,0
https://www.coursera.org/learn/cyber-security-basics,0
https://www.edx.org/learn/computer-science,0
https://www.wikipedia.org/,0
https://www.kaggle.com/datasets,0
https://developer.mozilla.org/en-US/docs/Web/HTTP,0
https://owasp.org/www-project-top-ten/,0
https://www.nist.gov/cyberframework,0
https://www.cloudflare.com/learning/security/,0
https://www.ibm.com/topics/machine-learning,0
https://www.stanford.edu/,0
https://www.mit.edu/,0
https://www.berkeley.edu/,0
https://www.harvard.edu/,0
https://www.oracle.com/java/technologies/downloads/,0
https://www.reuters.com/technology/,0
https://www.bbc.com/news/technology,0
https://www.nytimes.com/section/technology,0
https://support.google.com/accounts/answer/32040,0
https://account.microsoft.com/account,0
https://appleid.apple.com/account/manage,0
https://www.amazon.com/a/addresses,0
https://www.paypal.com/signin,0
https://www.chase.com/digital/customer-service,0
https://www.bankofamerica.com/security-center/overview/,0
https://www.wellsfargo.com/privacy-security/fraud/,0
https://www.example.com/about,0
https://example.org/research/project-report,0
https://www.iana.org/domains/reserved,0
https://www.openai.com/research,0
http://paypal.verify-account.example-login.test/security/update,1
http://secure-paypal-account-update.example.test/login,1
http://microsoft-security-verify.example.test/account/login,1
http://google-account-alert.example.test/verify?id=49382911,1
http://appleid-secure-update.example.test/session/confirm,1
http://amazon-billing-verify.example.test/account/update,1
http://bank-login-secure.example.test/customer/verify,1
http://192.168.10.25/login/secure/account,1
http://10.0.0.4/paypal/update,1
http://example.test@secure-login.example.test/account,1
http://login.example.test//https/paypal.com/security,1
http://verify-account-update-security.example.test/auth/login,1
http://customer-bank-alert.example.test/secure/update,1
http://paypal.com.secure-login.example.test/verify,1
http://accounts.google.com.verify.example.test/signin,1
http://microsoft.com.security-check.example.test/login,1
http://apple.com.account-update.example.test/verify,1
http://amazon.com.billing-alert.example.test/update,1
http://very-long-security-verification-account-update.example.test/login/session/confirm/payment/review,1
http://xj39qz-verify-login-92831.example.test/account,1
http://secure-login-update-account.example.xyz/verify,1
http://banking-alert-customer-login.example.top/session,1
http://account-verify-now.example.click/login,1
http://payment-review-secure.example.work/update,1
https://bit.ly/secure-account-review-example,1
https://tinyurl.com/paypal-verify-example,1
http://support-google-login-check.example.test/auth,1
http://office365-microsoft-verify.example.test/account,1
http://icloud-apple-security-update.example.test/login,1
http://prime-amazon-payment-alert.example.test/verify,1
http://bank-secure-update-2026.example.test/login,1
http://verify-your-account-882991.example.test/secure,1
http://secure.example.test/login?redirect=http://paypal.com,1
http://update-account.example.test/path//redirect/login,1
http://customer-verify-bank-account.example.test/auth,1
http://login-secure-verify-update.example.test/account,1
http://paypa1-security-update.example.test/login,1
http://g00gle-account-verify.example.test/signin,1
http://micros0ft-security-alert.example.test/verify,1
http://amaz0n-billing-update.example.test/account,1
